,altitude,country,get_distance_from,iata,icao,latitude,longitude,name,set_airport_details
79,22,United States,<bound method Entity.get_distance_from of <(PAUK) Alakanuk Airport - Altitude: 22 - Latitude: 62.683056 - Longitude: -164.722198>>,AUK,PAUK,62.683056,-164.722198,Alakanuk Airport,<bound method Airport.set_airport_details of <(PAUK) Alakanuk Airport - Altitude: 22 - Latitude: 62.683056 - Longitude: -164.722198>>
80,4200,United States,<bound method Entity.get_distance_from of <(KALM) Alamogordo White Sands Regional Airport - Altitude: 4200 - Latitude: 32.845833 - Longitude: -105.985275>>,ALM,KALM,32.845833,-105.985275,Alamogordo White Sands Regional Airport,<bound method Airport.set_airport_details of <(KALM) Alamogordo White Sands Regional Airport - Altitude: 4200 - Latitude: 32.845833 - Longitude: -105.985275>>
81,7539,United States,<bound method Entity.get_distance_from of <(KALS) Alamosa San Luis Valley Regional Airport - Altitude: 7539 - Latitude: 37.43491 - Longitude: -105.865997>>,ALS,KALS,37.43491,-105.865997,Alamosa San Luis Valley Regional Airport,<bound method Airport.set_airport_details of <(KALS) Alamosa San Luis Valley Regional Airport - Altitude: 7539 - Latitude: 37.43491 - Longitude: -105.865997>>
82,2302,Spain,<bound method Entity.get_distance_from of <(LEAB) Albacete Airport - Altitude: 2302 - Latitude: 38.948502 - Longitude: -1.86352>>,ABC,LEAB,38.948502,-1.86352,Albacete Airport,<bound method Airport.set_airport_details of <(LEAB) Albacete Airport - Altitude: 2302 - Latitude: 38.948502 - Longitude: -1.86352>>
83,233,Australia,<bound method Entity.get_distance_from of <(YABA) Albany Airport - Altitude: 233 - Latitude: -34.939999 - Longitude: 117.800003>>,ALH,YABA,-34.939999,117.800003,Albany Airport,<bound method Airport.set_airport_details of <(YABA) Albany Airport - Altitude: 233 - Latitude: -34.939999 - Longitude: 117.800003>>
84,285,United States,<bound method Entity.get_distance_from of <(KALB) Albany International Airport - Altitude: 285 - Latitude: 42.749111 - Longitude: -73.801903>>,ALB,KALB,42.749111,-73.801903,Albany International Airport,<bound method Airport.set_airport_details of <(KALB) Albany International Airport - Altitude: 285 - Latitude: 42.749111 - Longitude: -73.801903>>
85,193,United States,<bound method Entity.get_distance_from of <(KABY) Albany Southwest Georgia Regional Airport - Altitude: 193 - Latitude: 31.535526 - Longitude: -84.193428>>,ABY,KABY,31.535526,-84.193428,Albany Southwest Georgia Regional Airport,<bound method Airport.set_airport_details of <(KABY) Albany Southwest Georgia Regional Airport - Altitude: 193 - Latitude: 31.535526 - Longitude: -84.193428>>
86,148,Italy,<bound method Entity.get_distance_from of <(LIMG) Albenga Clemente Panero International Airport - Altitude: 148 - Latitude: 44.050598 - Longitude: 8.127428>>,ALL,LIMG,44.050598,8.127428,Albenga Clemente Panero International Airport,<bound method Airport.set_airport_details of <(LIMG) Albenga Clemente Panero International Airport - Altitude: 148 - Latitude: 44.050598 - Longitude: 8.127428>>
87,364,France,<bound method Entity.get_distance_from of <(LFAQ) Albert Picardie Airport - Altitude: 364 - Latitude: 49.9715 - Longitude: 2.69766>>,BYF,LFAQ,49.9715,2.69766,Albert Picardie Airport,<bound method Airport.set_airport_details of <(LFAQ) Albert Picardie Airport - Altitude: 364 - Latitude: 49.9715 - Longitude: 2.69766>>
88,1037,France,<bound method Entity.get_distance_from of <(LFKA) Albertville Airport - Altitude: 1037 - Latitude: 45.626598 - Longitude: 6.329078>>,QFA,LFKA,45.626598,6.329078,Albertville Airport,<bound method Airport.set_airport_details of <(LFKA) Albertville Airport - Altitude: 1037 - Latitude: 45.626598 - Longitude: 6.329078>>
89,564,France,<bound method Entity.get_distance_from of <(LFCI) Albi Le Sequestre Airport - Altitude: 564 - Latitude: 43.913269 - Longitude: 2.11675>>,LBI,LFCI,43.913269,2.11675,Albi Le Sequestre Airport,<bound method Airport.set_airport_details of <(LFCI) Albi Le Sequestre Airport - Altitude: 564 - Latitude: 43.913269 - Longitude: 2.11675>>
90,5355,United States,<bound method Entity.get_distance_from of <(KABQ) Albuquerque International Airport - Altitude: 5355 - Latitude: 35.040218 - Longitude: -106.609001>>,ABQ,KABQ,35.040218,-106.609001,Albuquerque International Airport,<bound method Airport.set_airport_details of <(KABQ) Albuquerque International Airport - Altitude: 5355 - Latitude: 35.040218 - Longitude: -106.609001>>
91,539,Australia,<bound method Entity.get_distance_from of <(YMAY) Albury Airport - Altitude: 539 - Latitude: -36.067699 - Longitude: 146.957993>>,ABX,YMAY,-36.067699,146.957993,Albury Airport,<bound method Airport.set_airport_details of <(YMAY) Albury Airport - Altitude: 539 - Latitude: -36.067699 - Longitude: 146.957993>>
92,2241,Russia,<bound method Entity.get_distance_from of <(UEEA) Aldan Airport - Altitude: 2241 - Latitude: 58.602772 - Longitude: 125.408798>>,ADH,UEEA,58.602772,125.408798,Aldan Airport,<bound method Airport.set_airport_details of <(UEEA) Aldan Airport - Altitude: 2241 - Latitude: 58.602772 - Longitude: 125.408798>>
93,283,Guernsey,<bound method Entity.get_distance_from of <(EGJA) Alderney Airport - Altitude: 283 - Latitude: 49.706745 - Longitude: -2.214291>>,ACI,EGJA,49.706745,-2.214291,Alderney Airport,<bound method Airport.set_airport_details of <(EGJA) Alderney Airport - Altitude: 283 - Latitude: 49.706745 - Longitude: -2.214291>>
94,459,Brazil,<bound method Entity.get_distance_from of <(SSLT) Alegrete Novo Airport - Altitude: 459 - Latitude: -29.8127 - Longitude: -55.893398>>,ALQ,SSLT,-29.8127,-55.893398,Alegrete Novo Airport,<bound method Airport.set_airport_details of <(SSLT) Alegrete Novo Airport - Altitude: 459 - Latitude: -29.8127 - Longitude: -55.893398>>
95,1276,Syria,<bound method Entity.get_distance_from of <(OSAP) Aleppo International Airport - Altitude: 1276 - Latitude: 36.180672 - Longitude: 37.22435>>,ALP,OSAP,36.180672,37.22435,Aleppo International Airport,<bound method Airport.set_airport_details of <(OSAP) Aleppo International Airport - Altitude: 1276 - Latitude: 36.180672 - Longitude: 37.22435>>
96,100,Canada,<bound method Entity.get_distance_from of <(CYLT) Alert Airport - Altitude: 100 - Latitude: 82.517776 - Longitude: -62.280556>>,YLT,CYLT,82.517776,-62.280556,Alert Airport,<bound method Airport.set_airport_details of <(CYLT) Alert Airport - Altitude: 100 - Latitude: 82.517776 - Longitude: -62.280556>>
97,69,Norway,<bound method Entity.get_distance_from of <(ENAL) Alesund Vigra Airport - Altitude: 69 - Latitude: 62.560371 - Longitude: 6.110164>>,AES,ENAL,62.560371,6.110164,Alesund Vigra Airport,<bound method Airport.set_airport_details of <(ENAL) Alesund Vigra Airport - Altitude: 69 - Latitude: 62.560371 - Longitude: 6.110164>>
98,686,United States,<bound method Entity.get_distance_from of <(KALX) Alexander City Thomas C Russell Field - Altitude: 686 - Latitude: 32.933334 - Longitude: -85.949997>>,ALX,KALX,32.933334,-85.949997,Alexander City Thomas C Russell Field,<bound method Airport.set_airport_details of <(KALX) Alexander City Thomas C Russell Field - Altitude: 686 - Latitude: 32.933334 - Longitude: -85.949997>>
99,177,Egypt,<bound method Entity.get_distance_from of <(HEBA) Alexandria Borg El Arab Airport - Altitude: 177 - Latitude: 30.91766 - Longitude: 29.6964>>,HBE,HEBA,30.91766,29.6964,Alexandria Borg El Arab Airport,<bound method Airport.set_airport_details of <(HEBA) Alexandria Borg El Arab Airport - Altitude: 177 - Latitude: 30.91766 - Longitude: 29.6964>>
100,89,United States,<bound method Entity.get_distance_from of <(KAEX) Alexandria International Airport - Altitude: 89 - Latitude: 31.32737 - Longitude: -92.5485>>,AEX,KAEX,31.32737,-92.5485,Alexandria International Airport,<bound method Airport.set_airport_details of <(KAEX) Alexandria International Airport - Altitude: 89 - Latitude: 31.32737 - Longitude: -92.5485>>
101,1425,United States,<bound method Entity.get_distance_from of <(KAXN) Alexandria Municipal Airport - Altitude: 1425 - Latitude: 45.867222 - Longitude: -95.394165>>,AXN,KAXN,45.867222,-95.394165,Alexandria Municipal Airport,<bound method Airport.set_airport_details of <(KAXN) Alexandria Municipal Airport - Altitude: 1425 - Latitude: 45.867222 - Longitude: -95.394165>>
102,24,Greece,<bound method Entity.get_distance_from of <(LGAL) Alexandroupolis International Airport - Altitude: 24 - Latitude: 40.855862 - Longitude: 25.956261>>,AXD,LGAL,40.855862,25.956261,Alexandroupolis International Airport,<bound method Airport.set_airport_details of <(LGAL) Alexandroupolis International Airport - Altitude: 24 - Latitude: 40.855862 - Longitude: 25.956261>>
103,98,Spain,<bound method Entity.get_distance_from of <(LEAG) Algeciras Heliport - Altitude: 98 - Latitude: 36.128887 - Longitude: -5.441111>>,QYH,LEAG,36.128887,-5.441111,Algeciras Heliport,<bound method Airport.set_airport_details of <(LEAG) Algeciras Heliport - Altitude: 98 - Latitude: 36.128887 - Longitude: -5.441111>>
104,87,Italy,<bound method Entity.get_distance_from of <(LIEA) Alghero Fertilia Airport - Altitude: 87 - Latitude: 40.63213 - Longitude: 8.290772>>,AHO,LIEA,40.63213,8.290772,Alghero Fertilia Airport,<bound method Airport.set_airport_details of <(LIEA) Alghero Fertilia Airport - Altitude: 87 - Latitude: 40.63213 - Longitude: 8.290772>>
105,82,Algeria,<bound method Entity.get_distance_from of <(DAAG) Algiers Houari Boumediene Airport - Altitude: 82 - Latitude: 36.69101 - Longitude: 3.215408>>,ALG,DAAG,36.69101,3.215408,Algiers Houari Boumediene Airport,<bound method Airport.set_airport_details of <(DAAG) Algiers Houari Boumediene Airport - Altitude: 82 - Latitude: 36.69101 - Longitude: 3.215408>>
106,142,Spain,<bound method Entity.get_distance_from of <(LEAL) Alicante Airport - Altitude: 142 - Latitude: 38.282162 - Longitude: -0.55815>>,ALC,LEAL,38.282162,-0.55815,Alicante Airport,<bound method Airport.set_airport_details of <(LEAL) Alicante Airport - Altitude: 142 - Latitude: 38.282162 - Longitude: -0.55815>>
107,178,United States,<bound method Entity.get_distance_from of <(KALI) Alice International Airport - Altitude: 178 - Latitude: 27.740879 - Longitude: -98.026901>>,ALI,KALI,27.740879,-98.026901,Alice International Airport,<bound method Airport.set_airport_details of <(KALI) Alice International Airport - Altitude: 178 - Latitude: 27.740879 - Longitude: -98.026901>>
108,1789,Australia,<bound method Entity.get_distance_from of <(YBAS) Alice Springs Airport - Altitude: 1789 - Latitude: -23.806601 - Longitude: 133.902206>>,ASP,YBAS,-23.806601,133.902206,Alice Springs Airport,<bound method Airport.set_airport_details of <(YBAS) Alice Springs Airport - Altitude: 1789 - Latitude: -23.806601 - Longitude: 133.902206>>
109,319,India,<bound method Entity.get_distance_from of <(VEAB) Allahabad Airport - Altitude: 319 - Latitude: 25.439886 - Longitude: 81.734406>>,IXD,VEAB,25.439886,81.734406,Allahabad Airport,<bound method Airport.set_airport_details of <(VEAB) Allahabad Airport - Altitude: 319 - Latitude: 25.439886 - Longitude: 81.734406>>
110,441,United States,<bound method Entity.get_distance_from of <(PFAL) Allakaket Airport - Altitude: 441 - Latitude: 66.551804 - Longitude: -152.621994>>,AET,PFAL,66.551804,-152.621994,Allakaket Airport,<bound method Airport.set_airport_details of <(PFAL) Allakaket Airport - Altitude: 441 - Latitude: 66.551804 - Longitude: -152.621994>>
111,1164,Germany,<bound method Entity.get_distance_from of <(EDFQ) Allendorf Airport - Altitude: 1164 - Latitude: 51.035713 - Longitude: 8.679523>>,QEQ,EDFQ,51.035713,8.679523,Allendorf Airport,<bound method Airport.set_airport_details of <(EDFQ) Allendorf Airport - Altitude: 1164 - Latitude: 51.035713 - Longitude: 8.679523>>
112,393,United States,<bound method Entity.get_distance_from of <(KABE) Allentown Lehigh Valley International Airport - Altitude: 393 - Latitude: 40.652302 - Longitude: -75.440399>>,ABE,KABE,40.652302,-75.440399,Allentown Lehigh Valley International Airport,<bound method Airport.set_airport_details of <(KABE) Allentown Lehigh Valley International Airport - Altitude: 393 - Latitude: 40.652302 - Longitude: -75.440399>>
113,3931,United States,<bound method Entity.get_distance_from of <(KAIA) Alliance Municipal Airport - Altitude: 3931 - Latitude: 42.053219 - Longitude: -102.803001>>,AIA,KAIA,42.053219,-102.803001,Alliance Municipal Airport,<bound method Airport.set_airport_details of <(KAIA) Alliance Municipal Airport - Altitude: 3931 - Latitude: 42.053219 - Longitude: -102.803001>>
114,434,Canada,<bound method Entity.get_distance_from of <(CYTF) Alma Airport - Altitude: 434 - Latitude: 48.509655 - Longitude: -71.642715>>,YTF,CYTF,48.509655,-71.642715,Alma Airport,<bound method Airport.set_airport_details of <(CYTF) Alma Airport - Altitude: 434 - Latitude: 48.509655 - Longitude: -71.642715>>
115,2231,Kazakhstan,<bound method Entity.get_distance_from of <(UAAA) Almaty International Airport - Altitude: 2231 - Latitude: 43.354755 - Longitude: 77.044792>>,ALA,UAAA,43.354755,77.044792,Almaty International Airport,<bound method Airport.set_airport_details of <(UAAA) Almaty International Airport - Altitude: 2231 - Latitude: 43.354755 - Longitude: 77.044792>>
116,584,Brazil,<bound method Entity.get_distance_from of <(SNYA) Almeirim Airport - Altitude: 584 - Latitude: -1.479167 - Longitude: -52.578056>>,GGF,SNYA,-1.479167,-52.578056,Almeirim Airport,<bound method Airport.set_airport_details of <(SNYA) Almeirim Airport - Altitude: 584 - Latitude: -1.479167 - Longitude: -52.578056>>
117,70,Spain,<bound method Entity.get_distance_from of <(LEAM) Almeria Airport - Altitude: 70 - Latitude: 36.843929 - Longitude: -2.37009>>,LEI,LEAM,36.843929,-2.37009,Almeria Airport,<bound method Airport.set_airport_details of <(LEAM) Almeria Airport - Altitude: 70 - Latitude: 36.843929 - Longitude: -2.37009>>
118,10,Indonesia,<bound method Entity.get_distance_from of <(WATM) Alor Island Airport - Altitude: 10 - Latitude: -8.13234 - Longitude: 124.597>>,ARD,WATM,-8.13234,124.597,Alor Island Airport,<bound method Airport.set_airport_details of <(WATM) Alor Island Airport - Altitude: 10 - Latitude: -8.13234 - Longitude: 124.597>>
119,15,Malaysia,<bound method Entity.get_distance_from of <(WMKA) Alor Setar Sultan Abdul Halim Airport - Altitude: 15 - Latitude: 6.189667 - Longitude: 100.398102>>,AOR,WMKA,6.189667,100.398102,Alor Setar Sultan Abdul Halim Airport,<bound method Airport.set_airport_details of <(WMKA) Alor Setar Sultan Abdul Halim Airport - Altitude: 15 - Latitude: 6.189667 - Longitude: 100.398102>>
120,689,United States,<bound method Entity.get_distance_from of <(KAPN) Alpena County Regional Airport - Altitude: 689 - Latitude: 45.081669 - Longitude: -83.555832>>,APN,KAPN,45.081669,-83.555832,Alpena County Regional Airport,<bound method Airport.set_airport_details of <(KAPN) Alpena County Regional Airport - Altitude: 689 - Latitude: 45.081669 - Longitude: -83.555832>>
121,9,Norway,<bound method Entity.get_distance_from of <(ENAT) Alta Airport - Altitude: 9 - Latitude: 69.976112 - Longitude: 23.37166>>,ALF,ENAT,69.976112,23.37166,Alta Airport,<bound method Airport.set_airport_details of <(ENAT) Alta Airport - Altitude: 9 - Latitude: 69.976112 - Longitude: 23.37166>>
122,947,Brazil,<bound method Entity.get_distance_from of <(SBAT) Alta Floresta Airport - Altitude: 947 - Latitude: -9.86609 - Longitude: -56.106201>>,AFL,SBAT,-9.86609,-56.106201,Alta Floresta Airport,<bound method Airport.set_airport_details of <(SBAT) Alta Floresta Airport - Altitude: 947 - Latitude: -9.86609 - Longitude: -56.106201>>
123,7261,Mongolia,<bound method Entity.get_distance_from of <(ZMAT) Altai Airport - Altitude: 7261 - Latitude: 46.650002 - Longitude: 96.416664>>,LTI,ZMAT,46.650002,96.416664,Altai Airport,<bound method Airport.set_airport_details of <(ZMAT) Altai Airport - Altitude: 7261 - Latitude: 46.650002 - Longitude: 96.416664>>
124,368,Brazil,<bound method Entity.get_distance_from of <(SBHT) Altamira Airport - Altitude: 368 - Latitude: -3.2539 - Longitude: -52.253899>>,ATM,SBHT,-3.2539,-52.253899,Altamira Airport,<bound method Airport.set_airport_details of <(SBHT) Altamira Airport - Altitude: 368 - Latitude: -3.2539 - Longitude: -52.253899>>
125,1750,China,<bound method Entity.get_distance_from of <(ZWAT) Altay Airport - Altitude: 1750 - Latitude: 47.750362 - Longitude: 88.084442>>,AAT,ZWAT,47.750362,88.084442,Altay Airport,<bound method Airport.set_airport_details of <(ZWAT) Altay Airport - Altitude: 1750 - Latitude: 47.750362 - Longitude: 88.084442>>
126,640,Germany,<bound method Entity.get_distance_from of <(EDAC) Altenburg Nobitz Airport - Altitude: 640 - Latitude: 50.981812 - Longitude: 12.50636>>,AOC,EDAC,50.981812,12.50636,Altenburg Nobitz Airport,<bound method Airport.set_airport_details of <(EDAC) Altenburg Nobitz Airport - Altitude: 640 - Latitude: 50.981812 - Longitude: 12.50636>>
127,2423,Germany,<bound method Entity.get_distance_from of <(ETHA) Altenstadt Air Base - Altitude: 2423 - Latitude: 47.835518 - Longitude: 10.870574>>,QCA,ETHA,47.835518,10.870574,Altenstadt Air Base,<bound method Airport.set_airport_details of <(ETHA) Altenstadt Air Base - Altitude: 2423 - Latitude: 47.835518 - Longitude: 10.870574>>
128,544,United States,<bound method Entity.get_distance_from of <(KALN) Alton St. Louis Regional Airport - Altitude: 544 - Latitude: 38.890301 - Longitude: -90.045998>>,ALN,KALN,38.890301,-90.045998,Alton St. Louis Regional Airport,<bound method Airport.set_airport_details of <(KALN) Alton St. Louis Regional Airport - Altitude: 544 - Latitude: 38.890301 - Longitude: -90.045998>>
129,1503,United States,<bound method Entity.get_distance_from of <(KAOO) Altoona Blair County Airport - Altitude: 1503 - Latitude: 40.296371 - Longitude: -78.32>>,AOO,KAOO,40.296371,-78.32,Altoona Blair County Airport,<bound method Airport.set_airport_details of <(KAOO) Altoona Blair County Airport - Altitude: 1503 - Latitude: 40.296371 - Longitude: -78.32>>
